description,injuryType,bodyPart,side
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,injured,forearm,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,injured,forearm,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,strain,arm,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,strain,arm,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,strain,ear,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,strain,ear,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,strain,forearm,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,strain,forearm,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,strain,arm,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,strain,arm,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,strain,ear,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,strain,ear,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,strain,forearm,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,strain,forearm,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,injured,arm,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,injured,arm,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,injured,ear,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,injured,ear,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,injured,forearm,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,injured,forearm,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,injured,arm,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,injured,arm,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,injured,ear,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,injured,ear,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,injured,forearm,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,injured,forearm,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,strain,arm,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,strain,arm,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,strain,ear,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,strain,ear,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,strain,forearm,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,strain,forearm,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,strain,arm,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,strain,arm,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,strain,ear,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,strain,ear,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,strain,forearm,right
baltimore orioles placed rhp nate karns on the 10-day injured list. right forearm strain.,strain,forearm,right
baltimore orioles placed rhp oliver drake on the 60-day disabled list. right shoulder tendinitis.,tendinitis,shoulder,right
baltimore orioles placed rhp pedro araujo on the 10-day disabled list. right elbow sprain.,sprain,elbow,right
"baltimore orioles placed rhp pedro strop on the 15-day disabled list retroactive to may 24, 2013. lower back strain",strain,lower back,NA
"baltimore orioles placed rhp stefan crichton on the 10-day disabled list retroactive to june 28, 2017. right shoulder strain.",strain,shoulder,right
baltimore orioles placed rhp steve johnson on the 15-day disabled list. left oblique strain.,strain,oblique,left
"baltimore orioles placed rhp stu pomeranz on the 15-day disabled list retroactive to may 26, 2012. left oblique injury",injury,oblique,left
"baltimore orioles placed rhp tommy hunter on the 15-day disabled list retroactive to may 21, 2014. left groin strain",strain,groin,left
baltimore orioles placed rhp tyler wilson on the 15-day disabled list. left oblique strain,strain,oblique,left
"baltimore orioles placed rhp ubaldo jimenez on the 15-day disabled list retroactive to july 8, 2014. right ankle sprain",sprain,ankle,right
"baltimore orioles placed rhp vance worley on the 15-day disabled list retroactive to june 13, 2016. right groin strain",strain,groin,right
baltimore orioles placed rhp yovani gallardo on the 15-day disabled list. right shoulder bicep tendinitis.,tendinitis,bicep,right
baltimore orioles placed rhp yovani gallardo on the 15-day disabled list. right shoulder bicep tendinitis.,tendinitis,shoulder,right
"baltimore orioles placed ss cesar izturis on the 15-day disabled list retroactive to may 13, 2011. right elbow ulnar nerve injury",injury,elbow,right
"baltimore orioles placed ss cesar izturis on the 15-day disabled list retroactive to may 13, 2011. right elbow ulnar nerve injury",injury,ulna,right
baltimore orioles placed ss cesar izturis on the 15-day disabled list. left groin strain.,strain,groin,left
baltimore orioles placed ss cesar izturis on the 15-day disabled list. recovering from an appendectomy.,appendectomy,NA,NA
baltimore orioles placed ss everth cabrera on the 15-day disabled list. bruised left foot,bruise,foot,left
baltimore orioles placed ss j.j. hardy on the 10-day disabled list. right wrist fracture.,fracture,wrist,right
"baltimore orioles placed ss j.j. hardy on the 15-day disabled list retroactive to april 10, 2011. strained left oblique.",strain,oblique,left
"baltimore orioles placed ss j.j. hardy on the 15-day disabled list retroactive to march 27, 2015. left shoulder strain.",strain,shoulder,left
"baltimore orioles placed ss j.j. hardy on the 15-day disabled list retroactive to may 2, 2016. left foot fracture",fracture,foot,left
baltimore orioles placed ss j.j. hardy on the 15-day disabled list. left groin strain,strain,groin,left
"baltimore orioles placed ss ryan flaherty on the 10-day disabled list retroactive to may 19, 2017. right shoulder strain.",strain,shoulder,right
"boston red sox placed 1b kevin youkilis on the 15-day disabled list retroactive to may 5, 2009. left oblique strain.",strain,oblique,left
boston red sox placed 1b kevin youkilis on the 15-day disabled list. right thumb adductor muscle tear.,tear, adductor,right
boston red sox placed 1b kevin youkilis on the 15-day disabled list. right thumb adductor muscle tear.,tear,ear,right
boston red sox placed 1b kevin youkilis on the 15-day disabled list. right thumb adductor muscle tear.,tear,thumb,right
"boston red sox placed 1b mike carp on the 15-day disabled list retroactive to june 1, 2014. fractured right foot",fracture,foot,right
"boston red sox placed 1b mike napoli on the 15-day disabled list retroactive to may 24, 2014. left fourth finger sprain",sprain,fourth finger,left
"boston red sox placed 1b mitch moreland on the 10-day injured list retroactive to may 26, 2019. low back strain.",injured,low back,NA
"boston red sox placed 1b mitch moreland on the 10-day injured list retroactive to may 26, 2019. low back strain.",strain,low back,NA
boston red sox placed 1b mitch moreland on the 10-day injured list. right quad strain.,injured,quad,right
boston red sox placed 1b mitch moreland on the 10-day injured list. right quad strain.,strain,quad,right
"boston red sox placed 1b steve pearce on the 10-day injured list retroactive to march 25, 2019. left calf injury.",injured,calf,left
"boston red sox placed 1b steve pearce on the 10-day injured list retroactive to march 25, 2019. left calf injury.",injured,ear,left
"boston red sox placed 1b steve pearce on the 10-day injured list retroactive to march 25, 2019. left calf injury.",injury,calf,left
"boston red sox placed 1b steve pearce on the 10-day injured list retroactive to march 25, 2019. left calf injury.",injury,ear,left
boston red sox placed 1b steve pearce on the 10-day injured list. low back strain.,injured,ear,NA
boston red sox placed 1b steve pearce on the 10-day injured list. low back strain.,injured,low back,NA
boston red sox placed 1b steve pearce on the 10-day injured list. low back strain.,strain,ear,NA
boston red sox placed 1b steve pearce on the 10-day injured list. low back strain.,strain,low back,NA
boston red sox placed 2b brock holt on the 10-day injured list. right eye scratched cornea., scratched cornea,eye,right
boston red sox placed 2b brock holt on the 10-day injured list. right eye scratched cornea.,injured,eye,right
"boston red sox placed 2b dustin pedroia on the 10-day disabled list retroactive to august 9, 2017. left knee inflammation.",inflammation,knee,left
"boston red sox placed 2b dustin pedroia on the 10-day disabled list retroactive to july 29, 2017. left knee inflammation.",inflammation,knee,left
"boston red sox placed 2b dustin pedroia on the 10-day disabled list retroactive to may 30, 2018. left knee inflammation.",inflammation,knee,left
boston red sox placed 2b dustin pedroia on the 10-day disabled list. left knee cartilage restoration surgery,surgery,cartilage,left
boston red sox placed 2b dustin pedroia on the 10-day disabled list. left knee cartilage restoration surgery,surgery,knee,left
boston red sox placed 2b dustin pedroia on the 10-day disabled list. left wrist sprain.,sprain,wrist,left
